retail,ASIN,weight,dim,selling,channel
89.8,B01N9MFCSW,30.09967686,22.65910955,42.79000092,1
139.99,B00025686I,6.0847512,2.850992142,42.86000061,1
89.99,B01D20AB1C,20.99018702,41.54572519,42.90000153,1
89.99,B06W9GDF4P,19.14932932,40.97807308,42.90000153,1
84.99,B01E594KKM,32.14997346,22.05326275,42.93000031,1
109.99,B07YMZZ7MJ,29.89905644,95.38179918,42.93000031,1
77.91,B06XCQY3JZ,3.3510224,3.192988274,43,1
89.99,B07V39R29T,15.35076906,24.9112792,43,1
126.85,B086TFXK75,50.0007816,28.02963417,43,1
99.99,B01EHJD24U,5.05078442,4.259805476,43.00999832,1
99.98,B07BDRBJDF,19.89890012,39.04068036,43.09999847,1
99.99,B077G7FQJS,13.84942284,64.76634059,43.11999893,1
77.99,B07PDSQ4MK,8.69943052,20.70459508,43.13000107,1
67.51,B079P7R5X4,1.70637588,2.694701227,43.13999939,1
89.99,B00DF4ICOY,14.29916532,16.5036182,43.20000076,1
129.25,B07M7WF12J,12.65010956,15.9904045,43.20000076,1
91.48,B00GVE9XCK,15.58004954,33.63152203,43.20999908,1
90.28,B01N43NDL8,1.64905576,1.567738365,43.24000168,1
73.5,B000E81VN8,10.74972712,12.32942152,43.43000031,1
66.99,B001LQWP3W,1.25001954,1.080426804,43.5,1
75.03,B073W81KJP,31.94935304,25.85297587,43.5,1
102.64,B083MY8487,15.15014864,16.84605336,43.56000137,1
99.99,B073XNZR54,7.275246,15.43855708,43.68000031,1
163.18,B00EQG7LVA,45.06904666,57.83817506,43.86999893,1
136.65,B072BMFZMB,33.04945842,12.97873125,43.88000107,1
131.56,B01AB687KM,36.2990683,15.85869867,43.88000107,1
99.99,B088CVGQ6N,20.00031264,3.784786458,43.99000168,1
139.99,B000ASB66O,43.431014,32.97913917,44,1
169.98,B06ZZ3XHX5,36.1006525,21.59404843,44,1
79.99,B07DYKRZ3F,45.84948214,6.691534068,44,1
79.99,B07YCVYBJQ,14.94952822,18.65920358,44,1
67.99,B07ZRCPLJS,14.05004326,10.37534606,44,1
74.9,B0861Y6BDS,45.11093444,7.652108568,44,1
81.99,B07YBX9TMY,27.59963778,20.82049621,44.02000046,1
84.78,B00H2V9KJW,10.05086258,8.977508211,44.25,1
108.49,B07JV8DVGF,15.35076906,35.61193865,44.43999863,1
71.22,B07WFB6Z93,30.50973618,9.797596496,44.5,1
75.36,B088B9S6ZL,36.9494312,2.861528609,44.59999847,1
77.99,B089ZPFWVV,33.94894338,2.424265262,44.59999847,1
127.99,B002OED6JM,33.99964964,19.71109412,44.88999939,1
113.79,B06ZYCJYWY,2.09879824,1.883393331,44.88999939,1
79.99,B003NVIX1Q,6.4815828,6.703387592,44.91999817,1
119,B074QWVHDJ,50.0007816,24.94991291,45,1
163.15,B07XL8J119,29.64993438,46.15894131,45,1
79.75,B088BG9799,35.69941166,7.345233991,45,1
79.99,B088CVWMMK,16.19954776,13.12799785,45,1
99.99,B01BGDXHYA,7.6500314,21.23185741,45,1
79.99,B08D8KVBPR,41.59897478,10.79241451,45,1
134.9,B0000AX71V,14.44907948,11.99708381,45.06000137,1
94.99,B07CMGDMLT,0.35053458,0.089998982,45.22999954,1
117.47,B000HZFDPU,10.09936422,4.516192819,45.25999832,1
216.82,B006MIWHUU,42.30004394,76.98381216,45.31999969,1
79.99,B088LYDXLW,22.80018004,2.602068129,45.36000061,1
211,B00U2T7UX4,29.14948564,39.49155331,45.52999878,1
89.12,B087RSW8XB,24.85047664,12.85185463,45.84999847,1
109.99,B00080FGME,19.74898596,42.88473444,45.88000107,1
109.22,B0091RCISA,11.64921208,2.671872217,45.90999985,1
119.99,B07YYWBGNJ,65.25013814,9.033263678,46,1
129.99,B06W576CHT,1.00971596,2.321973736,46.13999939,1
119.15,B07GD3J234,21.8698304,8.432685105,46.22000122,1
122.11,B006MIVR06,45.0183404,76.80776537,46.29999924,1
99.99,B072JWBP66,26.14899782,39.58374739,46.31000137,1
110.46,B07B4ZB32B,14.90102658,25.72741631,46.41999817,1
84.99,B07Y94SBGX,8.75013678,16.45356999,46.5,1
165.26,B01LZKCC5V,33.75052758,16.61469012,46.56000137,1
149.99,B074DSQF13,32.85104262,93.49401565,46.63000107,1
102.23,B074DSXG7G,30.80074602,91.76910833,46.63000107,1
111.14,B007CVGTIC,7.83081024,7.949324719,46.68000031,1
90.43,B003XNWN3S,21.84998882,29.06791511,46.79000092,1
164.21,B075F95LXP,10.74972712,36.29900405,46.79999924,1
124.99,B074D6M7F3,13.19905994,24.18909225,47.13999939,1
63.99,B002SW4856,16.6999965,13.57623668,47.15999985,1
83.08,B08D8KV7SH,33.0693,8.424343736,47.18000031,1
97.96,B07QVSK9LV,32.2756368,48.0098472,47.22999954,1
150,B01N9MKZPJ,37.2139856,16.3837659,47.25,1
79.95,B07YP8TXW9,1.45945844,2.097195791,47.25,1
79.89,B008R6O438,7.50011724,13.2851668,47.29000092,1
79.99,B079JDQKV4,19.9959034,14.12544998,47.38000107,1
132.54,B016YTPLBI,23.19039778,16.64190932,47.41999817,1
103.89,B07CKXKR73,23.49904458,18.66710593,47.41999817,1
129.36,B01HQ2YUEQ,23.0493021,17.73375063,47.41999817,1
81.86,B0042SUL5U,6.9004606,3.979272063,47.50999832,1
69.95,B07QC98M6T,11.0010538,8.962142531,47.52000046,1
119.34,B004VU8KCU,0.95019122,0.858282975,47.61000061,1
163.19,B00MGTS1WW,8.6421104,6.660802708,47.65999985,1
150,B01MR51N1S,25.0003908,54.43928667,47.84000015,1
118.73,B003T6154W,13.78107962,5.737983878,47.86000061,1
106.65,B005P3NFVI,4.55033568,2.398802135,47.99000168,1
91.47,B00WIRXAKA,14.85032032,31.99178448,47.99000168,1
94.18,B0183G4YPO,15.26919812,32.05412524,47.99000168,1
232.5,B00FHXH5LC,38.69989948,37.28635874,48,1
115.85,B01IDRWPCM,30.24959102,93.81318277,48.02000046,1
78.15,B01NBRII6Y,33.19937258,36.29373582,48.04000092,1
82.99,B07PX9Y715,9.90094842,15.50880019,48.04999924,1
112.8,B00SB33LF4,10.00015632,12.38122581,48.13000107,1
238.35,B00GXUM0M2,39.0989357,71.00524563,48.58000183,1
79.99,B07B97NJJW,2.61908856,3.593373989,48.59000015,1
173.57,B00M16A1M8,42.09942352,23.68509795,48.70000076,1
75.13,B00T36KG42,16.84991066,11.18489788,48.70999908,1
166.76,B000E432KC,16.99982482,19.53855949,48.72000122,1
146.99,B00A7EXF4C,35.99923998,40.1355948,48.79000092,1
106.33,B0091RCKPG,14.14925116,3.103867331,48.83000183,1
158.32,B01M07SSCA,36.14915414,20.60405963,48.88999939,1
76.79,B07KP8PVV4,30.09967686,31.16072071,49,1
119.99,B07ZWG619F,17.05053108,27.53090811,49,1
199.99,B00VQNH90E,42.24933768,32.57611933,49,1
111.17,B016YIKGM8,30.5009177,19.25231882,49,1
141.57,B0093U9RUC,40.75019608,28.90811204,49,1
121.53,B001EP292C,33.99964964,4.543412024,49.11999893,1
119.95,B00CV5GONO,20.0510189,85.18952422,49.13999939,1
169,B001N8VT1W,27.95017236,57.35525369,49.22000122,1
89.99,B00LQZP2D8,12.12981924,23.69607344,49.25999832,1
154.99,B0798Z869J,10.031021,7.90234964,49.34000015,1
200,B01AB689F0,52.00037194,28.47962908,49.40000153,1
172.01,B0002H335A,60.4506804,22.71618208,49.43999863,1
160,B072F83ZYN,32.6504222,11.95669403,49.5,1
69.9,B08CX45RKD,46.20001672,15.39421612,49.5,1
194.97,B00BWC1VUS,33.3007851,58.95547949,49.5,1
133.29,B074Q4Z46S,39.25105448,25.62556381,49.54999924,1
110.79,B07PXKYX5M,19.20003558,113.0374044,49.58000183,1
75.99,B07L5VM4BK,13.3599972,23.18198169,49.59999847,1
103.55,B0777TC57D,16.2700956,25.45522427,49.66999817,1
82.39,B001TNKAK2,8.82068462,2.091488538,49.75999832,1
109,B009QXP77I,24.89897828,42.32410663,49.84999847,1
196.5,B00OBWGXA4,13.00064414,26.34379958,49.86999893,1
140.83,B01I727FQO,19.621118,31.44783941,49.88000107,1
89.99,B07NY3THVS,7.89915346,12.99365791,49.91999817,1
114.42,B01C8PIVKA,34.65001254,26.76920941,49.93999863,1
139.99,B00OCBZX50,28.4506211,24.66850146,49.95000076,1
136.3,B01GVP695C,20.69917718,23.06081233,49.97999954,1
136.3,B01HQ2YPXM,20.1502268,47.63097344,49.97999954,1
124.44,B073VCS3YK,20.09952054,23.17583542,49.97999954,1
99.62,B07F16Q9KQ,20.39934886,22.30613794,49.97999954,1
109.99,B002AULILS,33.81005232,10.53734423,50,1
168.53,B07XL8HQ78,32.69892384,45.99869922,50,1
64.99,B07YFWXWBD,24.85047664,14.77212559,50,1
79.89,B088M3VTND,34.44057364,10.0553009,50,1
79.99,B08MF9FQ6N,46.10080882,15.48158098,50,1
166.81,B071CWBBN2,45.95089466,24.680794,50.20000076,1
77.68,B003H50M0I,1.34922744,1.058475832,50.24000168,1
159.99,B00712NXAE,19.89890012,30.27565755,50.40000153,1
168.18,B072HTQ7LT,42.69908016,16.69064048,50.45999908,1
120.01,B074TVGW44,47.65065668,25.88897546,50.63000107,1
99.59,B07XC3HK9N,10.0971596,19.86123876,50.63000107,1
194.19,B01AS4WC0S,37.80041452,20.21201528,50.70999908,1
176.77,B01AB688F6,47.99898664,26.01848619,50.79999924,1
99,B07CVRK9QL,39.40096864,62.79470436,50.79999924,1
69.49,B07L817S2G,15.35297368,3.311523519,50.95000076,1
84.95,B073Z7T7BG,34.44939212,18.50774188,50.95999908,1
129.76,B003TDIL5G,15.15014864,4.715068619,50.99000168,1
78.65,B085Q5RZHG,45.9993963,5.35471992,51,1
128.61,B07CHLVS16,8.47015004,20.84332522,51.11999893,1
169.38,B07NR9G7BC,20.8005897,33.8817631,51.22999954,1
203.44,B00HWOOUS0,37.54908784,42.06903635,51.43000031,1
234.78,B006L9SXVW,35.00054712,57.92071071,51.45000076,1
120.14,B0091RCKP6,13.65100704,2.607336362,51.45999908,1
104.99,B01M0JGR2G,45.8009805,32.01549153,51.52000046,1
90.99,B00R6OXJWE,44.5994626,17.33424296,51.54000092,1
129.99,B00OCIBPHI,23.49904458,27.43564089,51.56000137,1
81.36,B01MYH0CGF,30.30029728,13.5946755,51.74000168,1
89.99,B088B4QG5S,40.19904108,9.347162566,51.75,1
89.99,B088BB6TW4,41.59897478,9.080677776,51.75,1
94.07,B0091RCIR6,11.15978644,4.722531949,51.79000092,1
156.44,B00BWC1X3S,55.99955262,90.66453546,51.79000092,1
140.35,B01K2C2LNE,30.5009177,24.97713212,51.79999924,1
89.99,B088LRD7MC,28.99957148,2.803139025,51.84000015,1
162.99,B001Q98TNY,7.05037476,7.890935135,52,1
179.99,B06WVJGZ91,75.99986526,42.65820042,52,1
99.99,B071GPHR9G,35.95073834,30.51448412,52,1
78.99,B0863JR8H7,10.54028822,15.50880019,52,1
78.99,B0863KHBDW,10.39919254,14.98944021,52,1
94.44,B08GXDFK3K,34.50009838,17.54453326,52,1
163.58,B00177FIJ8,38.250157,37.91591259,52.06000137,1
180,B071CLSZ9R,41.0500244,15.93552707,52.06999969,1
99.99,B00W83ADJA,55.99955262,6.101930981,52.15999985,1
99.95,B01C35QI50,6.9996685,17.63453224,52.18999863,1
141.99,B01C35QC4W,8.75013678,18.36198743,52.18999863,1
149.99,B00ZEYGAFQ,29.50002022,14.84192968,52.20000076,1
99,B07R53JS2X,11.04955544,20.44820773,52.31000137,1
89.99,B00MN4YCFA,13.8009212,23.76192635,52.34999847,1
166.48,B00R6OXIFC,38.00103494,21.48429357,52.36000061,1
89,B085S8DWQ3,2.57058692,4.585118869,52.40000153,1
94.99,B01GHHIW5Y,45.7238188,67.23143466,52.5,1
191.1,B075F7YY82,13.09985204,56.74545571,52.5,1
85.75,B088CVNBNQ,23.43070136,5.386768338,52.5,1
133.58,B0091RCM5Y,15.6307558,5.373158736,52.50999832,1
123.02,B003SK8DMQ,14.62103984,4.351999555,52.86999893,1
171.32,B06X952ZF4,37.15005162,33.61615635,52.88000107,1
189.99,B00HWOOVPW,37.39917368,37.41586947,53,1
219.99,B00L29L27S,64.0993265,47.54141347,53,1
99,B00EOIWKU2,7.20028892,8.617512283,53.25,1
107.99,B01LXM1FE6,48.90067622,41.42323878,53.63999939,1
157.98,B07FCD59MC,51.10088698,52.65467271,53.65000153,1
118.22,B00R6OXL0E,46.49984504,22.89178985,53.74000168,1
133.64,B01KYTT7LE,62.15044242,68.6358578,53.74000168,1
225,B01NBPG0LN,39.40096864,29.66761565,53.74000168,1
111.35,B00ED80MDU,17.74939562,20.91005617,53.93000031,1
239.99,B01GFDBEF0,52.00037194,37.50850257,53.97000122,1
269.09,B00HYQP72O,69.99888962,23.2636393,54,1
89.99,B07ZTV8Y3T,15.50068322,25.62029557,54,1
89.99,B0888CP2JV,40.00062528,0.899111781,54,1
176.18,B0003J2GUK,22.2997313,3.09684302,54.09000015,1
150.18,B01M0HEKLT,51.44921694,45.27519521,54.31000137,1
146.21,B01FEE3YXQ,17.70089398,66.72348919,54.43000031,1
159.61,B00DNH6IOO,56.20017304,39.15350835,54.45999908,1
214.86,B00DNH6JI4,58.44888544,39.56706465,54.45999908,1
149.99,B006Z9W3JQ,40.4988694,45.23963463,54.5,1
99.99,B01N483PG1,18.49896642,33.67059476,54.5,1
99.46,B084JKLX6S,44.24892802,46.15894131,54.5,1
109,B01B8GQ7RO,44.1805848,24.26065242,54.56000137,1
133.67,B00EO940CC,54.2997906,46.8503969,54.72000122,1
190,B071CLRK9G,47.65065668,14.93324572,54.72000122,1
124.99,B07D8BD6Z5,26.85006698,83.8035399,54.81000137,1
220,B06X9CG9LN,48.99988412,39.23955616,54.81999969,1
87,B087RR3Q29,35.2298276,19.93587206,54.83000183,1
108.99,B07CVQ1V27,42.80049268,72.10762341,54.95000076,1
220,B01LXM1F0Z,47.93064342,49.61841437,55,1
136.72,B01N6L1KYO,55.15077392,61.94959197,55,1
167.3,B074Q41LZV,64.8488973,40.56188266,55,1
79.44,B08M5QND3K,15.00023448,6.87284909,55,1
110.51,B0091RCINU,11.34938376,2.08270815,55.00999832,1
88.06,B08D8L8RGP,36.1006525,8.224589898,55.04000092,1
200,B06WW4SZL9,41.64968104,34.22156414,55.13000107,1
147.75,B00M2OYYJA,55.4902854,88.01373618,55.16999817,1
119.99,B07H8Z2LCX,15.24935654,12.72629508,55.25,1
111.67,B00Q6EH7DW,16.6999965,25.92321898,55.29999924,1
188.12,B07TS4DS92,8.19898178,20.84903247,55.34999847,1
99.99,B07TB5LNB2,40.99931814,44.93890633,55.36000061,1
119.99,B07H8TWW4R,11.8498325,11.1085085,55.5,1
120.58,B00E1UCXPA,18.39975852,18.54418049,55.61000061,1
99.99,B07732WPJB,18.90020726,27.11208358,55.66999817,1
100.62,B017YETJFG,37.47854,59.32688992,55.70000076,1
115.47,B07732HDVJ,20.35084722,26.44170092,55.77000046,1
119.98,B07QZHNWK8,21.5611836,18.51783932,55.79999924,1
195.6,B00MHSTNS8,38.30086326,38.20171424,55.84999847,1
162.75,B00WGGF448,38.3493649,42.31093605,55.84999847,1
154.08,B01CZUG02Y,39.59938444,40.15666774,55.84999847,1
120.12,B01LWI2DTU,38.0076488,25.21990986,55.84999847,1
99.99,B01CDGC50Q,18.45046478,20.71908272,55.90999985,1
119,B001H9ISL6,12.46271686,6.860117527,55.91999817,1
79.95,B07LBRZ6J3,13.84942284,7.083139394,56,1
134.95,B07ZR9V9Z1,35.26951076,20.52240202,56,1
90.15,B085Q7C2KX,50.99947446,5.734910742,56,1
99.99,B088C581VK,39.6500907,3.536301464,56,1
79.99,B007AHDMSI,7.14958266,21.18444331,56.02999878,1
204.99,B00K6E41LO,25.56918276,53.77109911,56.18000031,1
99.99,B07MFW7PNC,6.5697676,11.29553077,56.18000031,1
249.91,B00WNF65Q8,50.39981782,22.16082251,56.25,1
122.99,B00HX750OO,22.44964546,47.84082472,56.25999832,1
122.99,B00HX750VC,16.99982482,44.96393043,56.25999832,1
122.99,B00HX7510M,17.59948146,50.50742871,56.25999832,1
122.99,B00HX7513O,18.80099936,53.05198529,56.25999832,1
122.99,B00HX751W0,16.55008234,58.06251398,56.25999832,1
122.99,B00I3MJF1M,15.89971944,47.61516874,56.25999832,1
86.22,B000BR8UAO,14.12940958,9.307650818,56.27999878,1
119.99,B0028QGT90,8.54951636,7.01026217,56.31000137,1
149.99,B079TCDHDY,26.4995324,35.58471945,56.70000076,1
199.99,B00HWOOVQ6,40.90011024,37.41586947,56.75,1
199.99,B00HWOOVMK,41.19993856,37.55723372,56.88000107,1
142.99,B001H9GQ5Q,13.00064414,6.07163864,56.91999817,1
102.27,B01C2A180Q,18.90020726,25.30420159,56.99000168,1
181.24,B00S1116J4,25.0003908,41.06719402,57,1
217.81,B06WWFH3LF,45.04920508,35.90125245,57,1
199.99,B0052TR6JW,92.99969008,67.24021505,57,1
199.99,B06WGWF1G9,92.99969008,65.38052877,57,1
199.99,B06X96VQPF,87.08249,58.65650726,57,1
229,B07NJ26GD4,92.99969008,52.51462552,57,1
189.88,B004PX6R1E,48.45975222,6.871093012,57.02000046,1
119.26,B01C2A1AMW,17.70089398,18.59247263,57.04999924,1
185.37,B01C8PIVKU,47.59995042,31.74637262,57.04999924,1
143.99,B00ESVXTQY,18.15063646,18.31413431,57.06999969,1
126.92,B07D89VS2T,30.00046896,35.83276542,57.11000061,1
104.8,B07MVLYF7L,7.70073766,12.12044827,57.11999893,1
125.97,B00VV6YQAW,6.10900202,6.685387796,57.13000107,1
155.87,B01B8GQ940,64.59977524,35.51052517,57.13000107,1
179.99,B075VL5QDH,9.7995359,18.65349633,57.18999863,1
137.5,B01HEVL7KO,42.20083604,28.82074718,57.20000076,1
179.99,B01N7J62G5,62.00052826,71.85299214,57.29999924,1
99.99,B088B774QB,45.3490334,4.085075745,57.40000153,1
97.86,B089ZQ3P7G,46.40063714,4.52365615,57.40000153,1
140,B0048WPWB8,41.85030146,44.23164603,57.5,1
229.99,B00ZEYSVDU,54.24908434,18.71276395,57.5,1
199.19,B074Y2GF99,10.84893502,52.23497014,57.59999847,1
99.99,B088M5ZFKV,32.69892384,3.549911066,57.59999847,1
151.25,B01M0HEA0R,53.75084022,47.07034563,57.65000153,1
132.5,B01NCB9ICX,23.15071462,28.44275145,57.68999863,1
143.99,B00EHML8ZS,17.80010188,19.1140277,57.79999924,1
149,B01CR4XFIK,47.89977874,60.70628896,58,1
99.99,B07PGX4SXW,12.55090166,23.08144624,58,1
79.99,B08119Q6PZ,4.12484402,3.903321703,58,1
89.99,B08M63TSNG,32.03092398,25.34546941,58,1
182.65,B071VKJRY5,47.00029378,15.78055321,58.00999832,1
225,B075G3DPYZ,27.55775,43.1775604,58.13999939,1
92.02,B00215LFZQ,13.75021494,33.57576656,58.18000031,1
89.33,B000OAVLJ0,12.40980598,9.600037755,58.36000061,1
224.39,B00WNF67DO,67.99929928,29.82346754,58.47000122,1
74.94,B088BJQDQ6,45.2498255,8.594683273,58.5,1
87.51,B08GXXSXNJ,30.00046896,22.53223294,58.5,1
103.31,B08GY9HCTR,35.04904876,26.98652402,58.5,1
89.78,B000CQ1YUC,14.19995742,9.935448595,58.63999939,1
231.85,B01NBPG0LL,42.80049268,32.92206664,58.68999863,1
280,B017YETI16,50.0999895,97.47987301,58.77999878,1
95,B07Q2JQZ3C,12.09895456,20.38235482,58.86999893,1
137.1,B00ZA376GI,28.1309512,19.49334048,58.97000122,1
95,B07NRX4D1C,12.03942982,21.98345866,59.09999847,1
97.91,B01E017BJW,8.0689092,10.65280633,59.20000076,1
139.99,B0073NR3GG,29.89905644,28.32114307,59.25999832,1
218.62,B01MT85NGJ,34.40089048,67.57255275,59.27999878,1
159.99,B0069HDLQI,46.25072298,73.1946355,59.36000061,1
209.99,B002Y1N6K4,20.20093306,41.7582106,59.38999939,1
80.46,B0868WQ5TL,19.55057016,4.236976465,59.5,1
129.95,B01LVZY19H,32.54900968,37.34913852,59.59999847,1
190,B0716Q1R2W,43.90059806,14.30413089,59.63000107,1
157.83,B00SB3HLQ4,13.8009212,25.74322101,59.65999985,1
83.78,B007IU7YQ8,5.03976132,15.71777343,59.70000076,1
122.99,B00HX750P8,22.35043756,53.76539186,59.75,1
122.99,B00IUQCBVM,20.74988344,50.56230613,59.75,1
149.99,B005S6GY74,47.89977874,45.10046547,59.83000183,1
210,B017YETH8K,42.50066436,73.35092642,59.84999847,1
99.99,B00DT38HOQ,18.04922394,18.65832554,59.88999939,1
132.99,B00ZAIW3G6,6.61386,73.1652212,59.90000153,1
132.99,B00ZAIW3IY,19.400656,74.09374729,59.90000153,1
132.99,B00ZAIW3MK,17.24894688,72.59537399,59.90000153,1
139.99,B00TRTSMG4,21.99990298,9.879693128,59.93000031,1
129.43,B07MZHD8BP,15.54918486,18.98100482,59.99000168,1
300,B01B8GSUXI,57.0004501,30.02761157,60,1
114.86,B07Y94W69D,18.0999302,37.60772096,60,1
84.95,B07ZRCCNM9,29.1891688,17.49316799,60,1
99.99,B086CF5CCZ,50.49902572,59.95995593,60,1
119.99,B07ZSCYPLY,13.999337,35.49164733,60.06000137,1
116.55,B001H9GRD2,13.60030078,6.64368095,60.06999969,1
151.47,B07G3LX891,45.3490334,32.92206664,60.24000168,1
129.99,B07KBYRX35,29.55072648,96.3406176,60.24000168,1
146.73,B001H9GQR4,13.00946262,6.767923447,60.25999832,1
134,B00K5NHP6E,3.80076488,0.867063363,60.45000076,1
118.72,B06WRRY1TR,18.34905226,20.17294255,60.45999908,1
199.09,B077H79Y2L,53.6494277,19.62329023,60.68000031,1
155.88,B07WLTSQCJ,23.19921626,39.92881665,60.68999863,1
139,B0788C3G8W,14.85032032,9.00077624,60.88999939,1
200,B009N9PW1Q,29.74914228,23.33037025,60.90000153,1
200,B009N9PX2O,30.09967686,22.93437473,60.90000153,1
235.6,B01AB68AC2,60.00093792,29.0292814,60.91999817,1
199.99,B07WRB4GJW,44.5002547,35.69798646,60.97999954,1
250,B01KGRAGRS,69.00019676,64.82912037,61.02000046,1
138.75,B07FCFK2R3,55.00085976,59.95995593,61.02000046,1
147.5,B01N1JPRP9,34.20027006,57.25208412,61.06999969,1
209.99,B0045W8BH8,18.99941516,31.03340508,61.11000061,1
123.33,B01M2D8ALO,36.79951704,32.0668568,61.13000107,1
210,B00R6OXMBC,45.2828948,24.38577295,61.13999939,1
136.25,B074Q47LVW,53.99996228,27.51598145,61.54000092,1
132.5,B01N990ATQ,15.00023448,28.66445626,61.72999954,1
132.5,B01N1JPT8G,22.50035172,28.83128364,61.72999954,1
99.99,B07CMQBL1F,19.64977806,10.92236426,61.75,1
130.78,B01MCTTRPZ,59.44096444,48.68813221,61.88999939,1
144.47,B07QTDCYBP,44.44954844,75.63646154,61.93000031,1
129.99,B07QTTYWMJ,41.85030146,73.90760305,61.93000031,1
99.99,B07B9KZXLS,16.15104612,29.47576416,62.04999924,1
86.95,B08J2VJQZ3,35.19896292,20.80249641,62.04999924,1
184.64,B000CMH7JI,9.94945006,9.646573814,62.24000168,1
259.99,B004LTKB4G,38.9005199,81.52239497,62.25999832,1
119.29,B000HZDFVY,11.0010538,5.231794481,62.27000046,1
83.59,B08N9CW8YS,26.10049618,4.945992836,62.5,1
230,B01KGRAG14,67.99929928,64.33346744,62.54999924,1
132.52,B07315FV47,6.64913392,33.32684255,62.59999847,1
136.99,B000HZFDQ4,10.84893502,5.044772206,62.61000061,1
107.95,B07PFFKXS4,6.40001186,22.84218065,62.61000061,1
129.99,B07KBPTHJN,31.9008514,102.6150832,62.65999985,1
141.81,B000HZFDQE,11.1994696,5.492133,62.75,1
229.99,B00ROX6VRW,41.94950936,53.08096057,62.86999893,1
122.99,B00HX750QM,20.9990055,53.35490869,62.90000153,1
122.99,B00HX750WQ,18.15063646,48.06428561,62.90000153,1
122.99,B00HX751VQ,21.825738,52.11292274,62.90000153,1
76.29,B08D8KVVZ2,42.15012978,9.272529264,62.90000153,1
179.99,B003QCI4GG,60.99963078,44.49330161,62.95000076,1
285.65,B00IR8H55A,46.20001672,88.05983322,63,1
185.45,B01C8PIVJQ,48.1489008,33.62493674,63,1
144,B01IU6RJYA,39.89921276,65.1302877,63,1
271.18,B07GNQG4C9,65.99970894,20.30464838,63,1
112.43,B016X5I872,21.7595994,8.676779905,63,1
276.53,B07GNQG4C2,67.00060642,24.54557602,63,1
297.35,B07GNSFM2V,65.94900268,28.64338333,63,1
299.99,B07P75PJXX,65.00101608,26.02287638,63,1
272.98,B07P9FHMZD,65.00101608,26.02287638,63,1
160.23,B0752VQDP2,47.7079768,45.1101239,63.15000153,1
180.85,B074VB4J24,55.77909062,50.32479663,63.36000061,1
197.99,B07C2VZ4G9,60.99963078,67.63050332,63.36999893,1
117.28,B000HZBRSC,11.79030776,7.830350455,63.49000168,1
119.3,B087RRMQP1,38.0958336,22.31974754,63.70000076,1
139.99,B088CXV8ZY,32.29988762,7.794350862,63.75,1
215.8,B01LXM1HEK,52.9990648,36.43597811,63.93000031,1
159.36,B00X7384JG,21.99990298,45.72167796,63.97999954,1
199.99,B008OIV126,26.90077324,33.34396431,64,1
259.99,B00HGCJZEC,55.00085976,40.71290535,64,1
154.68,B074VCTR7K,69.99888962,71.67870143,64,1
143.27,B07GNZTQY3,37.74970826,32.9053839,64.09999847,1
133.77,B084JLM23G,47.39933,61.60320564,64.12999725,1
239.99,B002XO6HTO,47.00029378,70.44286175,64.19999695,1
145,B01NCA50WG,28.00087862,31.958419,64.23999786,1
143.99,B075G4YTZ5,55.99955262,61.82183731,64.31999969,1
155,B005NZ8BGW,10.09936422,8.409856095,64.34999847,1
146,B0066T7ISQ,9.700328,8.522245068,64.34999847,1
135.03,B01K2C2MCY,42.69908016,20.48903654,64.41000366,1
165.03,B07WC7KRSM,25.69925534,47.60331521,64.70999908,1
138.06,B00D9JGX0U,19.25074184,33.19864888,64.75,1
129.99,B07ZHXNBRR,25.35092538,52.32760324,64.87999725,1
153.88,B01KYDGTO8,45.95089466,47.17439324,64.98999786,1
115.42,B08GX81YSW,41.29914646,26.53740715,65,1
98.01,B08LP4D2NT,24.89897828,5.20238018,65,1
122.99,B00M16A2JU,53.99996228,63.78381512,65.02999878,1
127.57,B06XRS6NTH,72.00068458,7.022115694,65.06999969,1
119.99,B0884M3H6W,17.4495673,24.138166,65.19999695,1
164.99,B010E7LXGS,20.54926302,98.15069469,65.25,1
134,B005G5RZIY,33.64911506,105.2391023,65.48999786,1
119.99,B00OEXUB5I,36.79951704,36.13744491,65.59999847,1
149.99,B01LYFX9WX,31.4489043,36.77226699,65.62999725,1
159.51,B00026Z3HC,36.9494312,7.774155968,65.72000122,1
179,B074Q4SQ1Y,69.99888962,37.36626027,65.79000092,1
300,B01LXM1D6Q,67.99929928,100.1785254,65.93000031,1
129.99,B00DF4ICX0,21.08057644,22.76271814,66.19999695,1
134.99,B07QDF18K3,12.35028124,14.48017768,66.27999878,1
159,B01IU6RMVA,41.7003873,41.0553405,66.34999847,1
139.99,B07DZW2DL1,41.59897478,33.75444747,66.44999695,1
156.84,B083VVXSG8,60.99963078,41.22831415,66.94999695,1
75.99,B084NWC2M3,17.14973898,22.64769505,67,1
249,B07714Q5JG,67.00060642,54.69040578,67,1
147.19,B000OQ3Y62,41.7003873,15.03729333,67.08000183,1
199.55,B000FTEQBK,22.09911088,51.03556907,67.09999847,1
179.99,B01LYFWKMH,37.258078,41.44343367,67.19999695,1
259.99,B003MAPIRU,17.89930978,86.55004542,67.22000122,1
119.99,B01CDFYNA2,21.4509526,24.66323323,67.23999786,1
133.54,B01K2C2MGK,47.99898664,22.07653078,67.25,1
177.13,B06XGRCZ7Y,55.997348,38.41024847,67.5,1
226.9,B071Z269FW,55.99955262,37.29601717,67.5,1
