ASIN,channel,retail,1m,weight,selling
B00XMHINS4,0,59.99,3080.476376,23.54975084,36
B011NQY4VA,0,59.99,2893.072593,22.59955962,36
B016A6Z3Z4,1,59.99,2702.19046,22.09911088,36
B017C1ZVH6,0,59.99,2623.408863,23.8539884,36
B01MSJW493,0,59.99,1569.041374,7.50011724,36
B0749ZHGV2,0,64.99,887.7727876,1.3007258,39
B075LTNVXK,0,21.98,57.4843254,2.83955056,13.19
B072J3RMKN,0,69.99,983.8851151,5.29990648,42
B07G7BD7Y5,0,69.99,466.0990206,1.86951776,42
B078KDMY3Q,0,24.98,701.2233367,3.04017098,14.99
B07B518STJ,0,24.98,612.1897584,5.00007816,14.99
B07DNQGWKG,0,24.98,523.6443697,2.55074534,14.99
B07H158GBB,0,24.98,449.2564794,2.59924698,14.99
B07H8Z4ZNR,0,24.98,446.9986025,2.6896364,14.99
B07JNSMM33,0,24.98,427.5930659,2.64995324,14.99
B07KGHMQ2W,0,24.98,416.6698236,2.6896364,14.99
B07L3M2TH2,0,24.98,403.1225622,2.35012492,14.99
B07MDL8B5X,0,24.98,394.8843627,2.7006595,14.99
B07NWVRGMM,0,24.98,373.2209492,2.7006595,14.99
B07QKNX77H,0,24.98,350.5811565,2.6896364,14.99
B07TZSX3D3,0,29.98,307.6814954,2.08557052,17.99
B00KU5NTU8,0,99.99,3808.183999,59.3924628,60
B019220GKA,1,99.99,2557.503267,25.89987576,60
B0713Y26NZ,0,99.99,1211.137374,8.91989252,60
B000MF4EQE,0,188.1,12659.24452,47.00029378,112.87
B0042FS96G,0,124.99,8107.486735,23.99949332,75
B0042FW4JE,0,124.99,8107.486735,23.99949332,75
B0070RA4PC,0,194.99,6624.427754,65.99970894,117
B0009J5NUO,0,199.99,15951.35109,28.90036358,120
B00DJIJW5Y,0,199.99,5054.471024,33.79902922,120
B000NZZG3S,0,349.99,12534.39003,79.00035308,210
B000O3XT4W,0,349.99,12534.39003,79.00035308,210
B000O5DYIG,0,349.99,12534.39003,79.00035308,210
B06XSB1478,0,49.9,1286.318572,1.4550492,29.94
B074NH264X,0,29.9,865.1940186,1.7196036,17.94
B07F472LV2,0,149.95,493.4376382,8.19898178,89.97
B07KPDFL6W,0,49.9,410.8115484,1.4991416,29.94
B07ZSDJCN6,0,40.65,241.1656624,3.30031614,24.39
B08148HPPZ,0,14.95,19.9547499,0.29982832,8.97
B000E432KC,0,192,14336.9691,17.3503594,115.2
B01743DGBU,0,45,2636.040769,8.377556,27
B019C4PPTU,0,145,2538.646944,25.35092538,87
B01AAGVWJG,0,569.95,2507.524857,31.40040266,341.97
B01HNQ4MH0,0,140,2031.417949,3.09969572,84
B01J5ZB8K6,0,47.5,1928.043802,6.60063228,28.5
B01LXABOG2,0,590.95,1724.407715,48.25031332,354.57
B01LZ56XIS,0,199,1705.85651,2.59924698,119.4
B01N97IPZG,0,47.5,1437.962467,5.00007816,28.5
B074VF26P6,0,45,848.7176196,4.5415172,27
B07578TXCR,0,79,828.091609,1.6755112,47.4
B0793FP6LL,0,199.95,684.6248903,9.700328,119.97
B07B9QFG81,0,20,608.9555023,2.85057366,12
B07BC3V8ZF,0,69,605.4161277,1.25001954,41.4
B07D3NG61F,0,69,548.3589682,1.34040896,41.4
B07D4TZJ7C,0,12.5,545.4908543,0.9259404,7.5
B07DLQSK1C,0,69,526.7565784,1.28088422,41.4
B07F7LVRS4,0,20,490.8746428,2.81529974,12
B07FD4N641,0,35,486.7860549,0.881848,21
B07FK7GW84,0,59,481.9651826,1.0802638,35.4
B07FPZLK6P,0,9.5,476.7171444,0.6393398,5.7
B07G6ZK7ZV,0,29.5,466.5261865,1.10010538,17.7
B07G884XXJ,0,69.95,465.2446888,1.99959034,41.97
B07JGCXP2Z,0,59,431.3155116,1.28088422,35.4
B07JHV8DNH,0,54.95,430.0340139,1.60055412,32.97
B07LGVXQKJ,0,35,398.8509032,0.9038942,21
B07MNGHTMC,0,35,391.1008933,0.9038942,21
B07V3FZRNT,0,25,306.7051162,0.99869286,15
B0815TSPWT,0,29.5,235.3684109,0.881848,17.7
B082TGDQVP,0,49,218.6479171,0.70988764,29.4
B0855R5BB9,0,25,198.2049776,0.85098332,15
B085VKGT85,0,25,193.8112712,1.10010538,15
B087Z54PCT,0,25,180.9962942,0.85098332,15
B0894TV4JJ,0,14,173.8565213,0.7495708,8.4
B08G49FL22,0,25,152.9253922,0.89948496,15
B08KPX5F2D,0,29.5,143.2226239,0.65918138,17.7
B08M475X3D,0,50,139.5612019,0.7054784,30
B00076ZE0I,0,25,134.862377,0.95019122,15
B004I44IVG,0,25,127.1733908,1.00089748,15
B00N4KLZYI,0,25,116.9824329,0.70106916,15
B01C2A1AQS,0,25,109.1713993,1.19931328,15
B07B1Y937Y,0,25,97.4548489,0.80027706,15
B083XH374D,0,105,79.5138811,1.00089748,63
B01B65BDGM,1,25,62.4272451,0.89948496,15
B07JZVKDBK,0,25,50.8937658,0.70106916,15
B003JM6YQK,0,333.64,8634.792526,89.0005094,200.18
B0031GHBSE,0,199.99,9032.117837,17.24894688,119.99
B003GX0DM8,0,199.99,8695.267013,16.99982482,119.99
B003UHYI8U,0,199.99,8414.68004,16.84991066,119.99
B0066T7I54,0,199.99,6885.121,16.6999965,119.99
B00ORZC5D4,0,199.99,3473.041838,21.6493684,119.99
B00P33T1KY,0,199.99,3447.35086,21.40024634,119.99
B00TX42TDK,0,199.99,3184.887927,9.5790739,119.99
B01LXE01KU,0,498.9,1722.271885,50.0007816,299.33
B07JPLZT18,0,85.32,425.7623549,6.64913392,51.19
B0785WS28C,0,129.99,718.5540675,8.69943052,77.99
B07HJSHT8P,0,99.99,440.4080429,1.763696,59.99
B07MXYYZSG,0,79.99,386.9512817,5.00007816,47.99
B07V6PGRQ5,0,31.32,303.5929075,2.1495045,18.79
B01N4IT99R,0,59.99,1479.641654,4.14909484,35.99
B0143PUMOQ,0,27.32,111.673371,1.90038244,16.39
B01JA25M60,0,49.99,1893.199269,27.1498953,29.99
B07CZS4X95,0,34.99,554.0341723,3.30031614,20.99
B078ST876M,0,34.99,27.9488546,0.14991416,20.99
B003RY9YIU,0,550.03,8508.717562,38.19945074,329.95
B01GJMAOVM,0,80,2113.738921,2.85057366,47.99
B0744NH9MK,0,29.99,894.3633472,4.7178868,17.99
B083G8PSW4,1,29.99,213.6439737,0.93034964,17.99
B08J2VJQZ3,0,29.99,146.7619985,0.89948496,17.99
B0168L0XCO,0,29.99,31.6102766,0.0992079,17.99
B07F464TQ7,0,29.99,26.1181436,0.20062042,17.99
B07MDLJ5FR,0,29.99,24.5925511,0.14991416,17.99
B07Z5PNTHD,0,29.99,20.137821,0.09479866,17.99
B082NWG2T9,0,29.99,17.9409678,0.29982832,17.99
B06WWR5QXB,0,29.99,11.2893845,0.0992079,17.99
B07JB8RK8W,0,24.99,432.2308671,2.64995324,14.99
B07MNMDGV3,0,24.99,391.1008933,2.40083118,14.99
B07MXN8CLJ,0,24.99,387.2564002,2.44933282,14.99
B07MXQQGT8,0,24.99,387.2564002,2.59924698,14.99
B003XR0ING,0,24.99,36.3091015,0.14991416,14.99
B08BXNWHB6,0,22.99,163.3604449,1.11112848,13.79
B0757HXGY9,0,22.99,101.0552472,1.04939912,13.79
B07RM6Y4WM,0,21.99,337.9492506,2.10100286,13.19
B07ZPNN6CD,0,20.99,242.874326,3.4502303,12.59
B0786PLYTR,1,15.99,717.638712,8.13945704,9.59
B07HMPCBDP,0,14.99,439.0044978,1.3889106,8.99
B07TKN9GQ1,0,14.99,309.6952775,0.15211878,8.99
B081M4GR6T,1,14.99,227.8014721,0.48942564,8.99
B082BG4PLJ,0,14.99,223.5908368,0.49383488,8.99
B08HZD5GCP,0,14.99,147.2501881,0.3968316,8.99
B072Q529TS,0,14.99,102.0926501,0.39903622,8.99
B002X5UOCO,0,319,9108.092344,106.6991988,191.3
B08BGS17PL,0,10.99,166.0454877,0.41005932,6.59
B00144C25C,0,10.99,131.8722157,0.85098332,6.59
B00HQP5CZK,0,119.99,4504.03725,36.90092956,71.95
B008DRY5AS,0,195.12,6089.921165,36.8502233,117
B07W6HQBCM,0,9.99,284.9196553,0.13007258,5.99
B06WRRY1TR,1,9.99,104.4115507,1.60055412,5.99
B07D6978YP,0,9.99,53.5788086,0.0551155,5.99
B07PGJB75F,0,9.99,23.4331008,0.09038942,5.99
B007HRWIO0,0,491.99,6375.939247,67.99929928,294.99
B00P3YVNC2,0,79.99,3438.990614,10.05086258,47.96
B06ZZ3XHBW,0,27.52,1238.414968,3.75005862,16.5
B07GCHM1X1,0,13.76,51.9311687,0.35053458,8.25
B00P3YVZAW,0,229.99,3432.583125,25.35313,137.89
B01H1N08KA,0,441.99,2095.675905,20.54926302,264.99
B06XJ6V8JM,0,38.73,1301.696545,2.10100286,23.22
B081JBR1S3,0,20.5,228.5337565,3.60014446,12.29
B00144AGSM,0,171.31,11472.57765,42.50066436,102.69
B01M59QRWK,0,77.99,1663.689133,8.45030846,46.75
B07Z7DB9WH,0,64.33,247.6951983,0.6503629,38.56
B01LR1MOXQ,0,70.99,1747.474673,7.89915346,42.55
B075V6C2TH,0,125.15,784.7037583,2.35012492,75
B00NQYX4YQ,0,566.28,3555.789975,33.99964964,339.34
B081K3XJJ8,0,269.47,228.1065906,1.34040896,161.46
B07BHSJWVS,0,58.1,97.0887067,5.74964896,34.81
B07BSNMRHB,0,18.36,592.9672929,3.99918068,11
B08MF9FQ6N,0,26.29,139.3171071,1.9290425,15.75
B074VLR6RS,0,142.79,845.5443872,28.19929442,85.54
B007A8JMKY,0,209,6485.476789,62.6993928,125.2
B007A99F78,0,209,6485.476789,62.6993928,125.2
B077Y8NBJK,0,125.2,727.7686462,2.50003908,75
B01M3XPG60,0,95.16,1666.618271,2.25091702,57
B01698B6AY,0,59.11,2711.344015,6.9996685,35.4
B07SM159DS,0,29.96,84.5788482,0.54895038,17.94
B01MTF8ZP5,0,146.99,1553.419307,16.6999965,88
B07RWNJ5T8,0,33.16,333.4945205,5.6989427,19.85
B0869FKM78,1,87.01,78.6595493,1.3999337,52.08
B001QFYYSM,0,159.99,10174.05434,46.25072298,95.75
B017YETIQQ,0,240.95,2599.670644,31.40040266,144.2
B0198HHT0Y,0,242.31,2538.891039,15.24935654,145
B07JVQ578X,0,59.16,424.4808572,1.23017796,35.4
B08562P8CC,0,20.89,197.9608828,0.4960395,12.5
B083ZVW56C,0,44.99,209.6774332,1.3999337,26.92
B08DFDP1TR,0,44.99,157.5021697,0.7495708,26.92
B06WVJGZ91,0,108.55,1363.147411,9.0499651,64.95
B0026Y81VS,0,419,9855.266526,111.9991052,250.7
B00E0O7XO8,0,78.35,4988.138262,14.14925116,46.87
B00AX7QLFI,0,197.96,5463.75698,53.5502198,118.41
B01CDG04H2,0,36.99,2358.627029,14.05004326,22.12
B08FFQF1J1,0,27.41,154.5120084,0.7385477,16.39
B07258HLW6,0,169.87,58.8268468,0.48942564,101.56
B001KW0BYW,0,189.51,10498.6394,65.00101608,113.3
B007SF1E96,0,556.07,6287.637953,23.99949332,332.45
B00MS7WG46,0,56.87,3630.91015,46.49984504,34
B01NH0ZG6H,0,105.38,1388.960436,1.9510887,63
B002X5UNZC,0,499,9108.092344,179.29954,298.3
B004XW1Z64,0,168.95,7469.30088,71.65015,100.99
B007HRICH2,0,188.99,6385.275873,68.40054012,112.95
B000HZBRSC,0,311.28,13532.61571,78.03913876,186
B007ATO2LM,0,159,6456.246436,60.99963078,95
B00VIDJB76,0,76.99,3127.525649,27.76057504,46
B07D172BJR,0,62.6,552.6306272,11.5081164,37.4
B000LX5WYU,0,343.85,12773.05372,50.0007816,205.43
B01DFUC7XO,0,369,2294.063954,16.75070276,220.44
B00VNQ6QDU,0,521.43,3125.939033,33.99964964,311.5
B01B6P3EF0,0,349,2453.396835,18.298346,208.49
B06XHY9HFV,0,438.51,1303.344185,22.46948704,261.96
B0026R1WC,0,439,9855.266526,111.9991052,262.25
B01GFDBEF0,0,241.61,2127.835395,15.99892734,144.33
B07D18T81T,0,41.62,550.7388925,5.74964896,24.86
B00TJ2JQ00,0,213.84,3213.080876,45.00070344,127.72
B00YXGHFBO,0,70.99,3041.177113,22.24902504,42.4
B004PX6R1E,0,169.99,7647.42906,118.0000809,101.52
B008I4ZPHS,0,169.99,5974.342277,114.9995931,101.52
B07BBWP55R,0,151.95,605.965341,1.6093726,90.74
B003VYJVMU,0,169.99,8329.002766,37.8533254,101.51
B004JOB31I,0,214.99,7799.195002,87.00091906,128.37
B006L9QN4G,0,383.39,6789.374815,124.9997494,228.9
B009M64CUM,0,407.06,5723.229752,62.00052826,243
B08BZR8XBY,0,14.49,16.0492331,0.15873264,8.65
B01GX09VY6,0,129,2101.595204,18.73927,77
B00E8OOC80,0,103.99,4948.838999,28.6490369,62.06
B00ED80MDU,0,103.99,4924.185424,32.6504222,62.06
B00FQ2AEUS,0,103.99,4736.354476,32.6504222,62.06
B06XDKJ2CG,0,102.45,1317.806802,1.80558378,61.14
B00YXGJ7L0,0,87.56,3036.295217,24.40073416,52.25
B01H3YJKI8,0,149.99,2087.986919,23.90028542,89.5
B003CIXLJ4,0,299.99,8828.786869,74.00027492,179
B0794RPFTY,0,11.43,27.5827124,0.2645544,6.82
B07WZWQRK1,0,12.99,277.1086217,0.20062042,7.75
B01FFNB9K6,0,15.79,61.7559844,0.50044874,9.42
B074FQG46Z,0,29.34,878.9853748,15.84901318,17.5
B01MYBLYYD,0,99.99,1524.799192,5.20069858,59.63
B000CDCQSY,0,369,14697.68019,109.9995149,220.04
B07ZWCXQ61,0,24.4,240.5554254,3.69935236,14.55
B00JUM4OYM,0,132.84,4059.479595,42.59987226,79.21
B07HYV86RH,0,59.37,435.6481943,1.0802638,35.4
B01IN25EL6,0,25.01,1954.711158,4.7509561,14.91
B07B42PTL8,0,105.68,614.6917301,1.97974876,63
B01L0KAUZ8,0,50.06,1811.793653,20.84909134,29.84
B000RNW3QO,0,379.99,12215.84631,57.0004501,226.5
B00CXG2WVY,0,10.99,34.2953194,0.50044874,6.55
B01N42JVFN,0,65.44,1485.01174,6.3493056,39
B00NBKDA3K,0,109.99,3580.504574,28.1750436,65.55
B01CUT5GLQ,0,275.5,2331.898648,17.05053108,164.18
B08B8Z6BZK,0,37.44,167.0828906,0.440924,22.31
B013JL05QA,1,156.26,2837.846145,6.84975434,93.1
B007PS0938,0,456.58,6296.364342,155.0002183,272
B07B41TQTB,0,21.99,622.7468585,6.0186126,13.1
B07D7Q426Z,0,131.92,541.5853375,5.44982064,78.58
B004QJJL7Y,0,223.18,7611.425077,72.5209749,132.94
B01CZ2ZW4O,0,94.99,2323.84352,25.60004744,56.58
B07CZS2KMN,0,218.24,53.700856,0.29982832,129.99
B002VWJZ06,0,271.99,9131.220326,87.00091906,162
B01N7S46MV,0,19.98,1443.027434,3.15040198,11.9
B01HIUU1F8,0,117.89,2054.85105,12.09895456,70.21
B01MY0O144,0,72.54,1530.352349,22.50035172,43.2
B07BKT59W3,0,16.24,600.4121843,3.30031614,9.67
B015XUL744,0,33.59,2720.070404,7.70073766,20
B07T94BXQK,0,68.7,314.2110313,1.00089748,40.9
B001F0O3B6,0,446.81,10696.96642,55.47044382,266
B06XJM2SZZ,0,19.99,1299.926857,2.35012492,11.9
B07NQJJW4W,0,35.26,87.9351517,0.59965664,20.99
B01JHWW54A,0,63.99,1870.071287,15.00023448,38.09
B077XN2QHN,0,39.11,734.5422769,4.1005932,23.28
B06WWFH3LF,0,84,1345.084395,1.00089748,50
B0815YVGV5,0,13.02,232.3782496,0.14991416,7.75
B08G9DL46D,0,18.48,152.8643685,0.50044874,11
B087655N3M,0,50.02,184.0474792,2.93655384,29.77
B074NHYK7W,0,42.85,864.6448053,21.04971176,25.5
B07JPXLV2D,0,10.99,425.7013312,0.3527392,6.54
B07BL78TV1,0,14.99,599.9850184,0.52029032,8.92
B00Q4MPFAI,0,67.99,3375.953131,17.70089398,40.45
B012SK82WW,0,79,2875.924934,8.99925884,47
B07RJZN82V,0,18.49,338.9256298,0.0220462,11
B01JHUBGDS,0,64.03,1870.071287,15.00023448,38.09
B01JHWW4W8,0,64.03,1870.071287,15.00023448,38.09
B002JPEVMC,0,600.17,9482.838885,55.00085976,357
B073RJL3BN,0,69.99,921.0917278,7.65444064,41.63
B08K9BDN9P,0,42.62,144.3820742,1.15081164,25.35
B07P1QF4W8,0,59.99,369.9866931,1.9180194,35.68
B00E1XWDJ8,0,121.05,4965.254374,11.25017586,71.99
B00G10RA56,0,13.99,65.905596,1.3007258,8.32
B0731FZN5J,1,48.11,941.8397858,2.9982832,28.61
B07CW28HSM,0,319.32,566.6660782,8.34889594,189.86
B015U2IHOI,0,139.59,2727.2712,62.00052826,82.99
B01JASI75W,0,95.03,1888.683515,6.94896224,56.48
B017C1Z3QA,0,57.88,2628.412806,24.70056248,34.4
B08BYS7RVL,0,49.91,16.1712805,0.14991416,29.66
B08DL9HYWH,0,15.99,156.8919327,0.330693,9.5
B0026T1DMM,0,249.13,9855.266526,52.00037194,148
B075J2TL9N,0,80.79,807.343551,1.2345872,47.99
B01KA7Z1BK,0,138.69,1848.224802,7.50011724,82.38
B0731MMDHF,0,64.83,940.7413592,1.88274548,38.5
B001D1Z730,0,245.99,10948.38406,77.00076274,146.08
B071J38HF6,0,204.44,1114.597881,16.06947518,121.4
B00UVQ3XWA,0,88,3147.968588,24.68953938,52.25
B0009H5BIA,0,366.83,16134.9714,123.9988519,217.8
B00ED3GIV0,0,218.96,4928.762202,45.9993963,130
B001B9B5B2,0,171.38,11059.50822,33.99964964,101.75
B008CMUFJE,0,111.15,6133.309016,44.74937676,65.99
B01K8YI3DS,0,119.99,1852.618508,12.5001954,71.22
B07WFB6Z93,0,15.5,282.3566599,6.00097564,9.2
B07CKXKR73,0,33.99,572.0361638,9.59891548,20.17
B0083QZ8IM,0,269.63,6233.204813,50.0007816,160
B00ZAIW3KC,0,156.05,3019.818818,50.04928324,92.6
B085B1JMM9,0,39.99,79.0867152,0.6503629,23.73
B07B417MT8,0,18.54,632.1445083,1.0802638,11
B08FFPLN7H,0,13.99,154.8781506,0.59965664,8.3
B01MRECP7Z,0,99.18,1584.053205,6.75054644,58.84
B07Z7CTNXQ,0,26.99,44.1811588,0.13007258,16.01
B01M21ARE2,1,133.99,1674.612375,1.69976202,79.48
B01M67C5S9,0,133.99,1657.586763,9.19987926,79.48
B005QFV1W,0,125.95,7105.721675,20.69917718,74.71
B01MR1IENY,0,138.9,1590.887859,7.14958266,82.38
B01GSUOLUK,0,138.91,2108.918048,7.6500314,82.38
B00TIK67V4,0,47.99,3215.94899,12.5001954,28.46
B0033WNJV4,0,286.75,8989.401247,86.00002158,170.05
B00V9XOB9I,0,44.99,114.4194375,1.763696,26.68
B00YXGI216,0,64.99,3041.177113,20.59996928,38.54
B01MQMAPSV,0,138.92,1595.159518,7.25099518,82.38
B003U7O34E,0,274.04,8421.880837,54.09917018,162.5
B01M2A4HSD,0,138.93,1674.429304,6.84975434,82.38
B001L1RC12,0,178.38,10429.31647,36.25056666,105.77
B00GVCVNZ2,0,128.98,4614.612194,19.25074184,76.47
B07Z9Z36QY,0,14,245.5593688,0.55556424,8.3
B00FBUDOCU,0,14,120.5828312,0.50044874,8.3
B00F17RTT2,0,139.99,4799.208887,60.00093792,82.99
B00F2U1CTQ,0,139.99,4799.208887,60.00093792,82.99
B00F2ZXIG6,0,139.99,4799.208887,60.00093792,82.99
B07B3W5F7N,0,26.99,638.307902,4.1998011,16
B07W81XXFT,0,31.63,284.6145368,0.881848,18.75
B08LDTZK3R,0,12.99,141.8190788,0.35053458,7.7
B00E94H3QC,0,149.99,4946.276004,26.4995324,88.9
B000FECD24,0,30.27,72.8622978,0.48942564,17.94
B01ICQJPDG,0,139,1983.941511,7.5508235,82.38
B01IDSPDJI,0,139,1978.937567,8.50101472,82.38
B01LY4N095,0,139,1717.695108,7.29949682,82.38
B01HDPY7RG,0,83.68,2078.223127,4.2769628,49.59
B0089ONDFS,0,54,6197.750043,14.23964058,32
B00BNXZGXO,0,54,5337.559968,16.19954776,32
B078Y8RRRT,0,97.38,690.788284,9.0609882,57.7
B00AKSCXCK,0,194.09,5519.227523,53.99996228,115
B07F1N3Z3B,0,12,511.5616771,1.69976202,7.11
B07XZH6KR7,0,25.74,270.2129436,0.39903622,15.25
B08DCSJNNW,0,32.07,15.8051383,0.0992079,19
B071LH1ZHT,0,64.99,1089.150998,1.73944518,38.5
B071WSL7CB,0,64.99,1053.635204,1.79896992,38.5
B07CZ9ZL1Y,0,64.99,564.9574146,1.3007258,38.5
B07FQVHFQD,0,64.99,475.8628126,1.11994696,38.5
B07GBBZQKL,0,64.99,464.1462622,1.06042222,38.5
B07GJDBQY5,0,64.99,460.0576743,1.04058064,38.5
B07HHQYV45,0,64.99,440.8352088,1.10010538,38.5
B01M7Y6N2L,0,60.99,1647.6399,40.99931814,36.13
B089653RZR,0,27.67,173.4903791,0.75618466,16.39
B001RCUNFM,0,260.72,10122.61136,80.99994342,154.43
B00066D67C,0,427.99,17567.92992,139.9999839,253.5
B00KBZPF9A,0,350.47,3918.575872,25.99908366,207.58
B000RNW78I,0,568.98,12205.35024,193.9999461,337
B003YHF3HQ,0,227.99,8242.532183,70.9997871,135
B089794NQQ,0,26.99,172.7580947,3.50093656,15.98
B01N44LJ9S,0,26.99,60.1083445,0.29982832,15.98
B003QYGUME,0,99.99,8553.203839,27.2931956,59.2
B01M3N1N43,0,47.99,1669.059219,17.7692372,28.41
B01LYL8GIQ,1,73.5,1713.789591,10.74972712,43.51
B07CZFP9JK,0,29.99,562.2723718,3.4392072,17.75
B07TKNG1HB,0,67.57,309.5732301,2.20021076,39.99
B07YGSZZRL,0,67.57,263.2562418,1.3007258,39.99
B00A30RHEE,0,9.04,122.9017318,0.39903622,5.35
B001NG8S4A,0,226.77,10288.96196,32.44980178,134.2
B001SGZHT4,0,235.49,10052.25103,28.04938026,139.36
B002DZZGN6,0,180.78,9660.234781,33.00095678,106.98
B07YXPNMQM,0,31.01,81.8327817,4.1777549,18.35
B004K1GO0K,0,180.39,7795.350509,40.80090234,106.74
B0815XYFM7,0,32.89,232.7443918,0.91271268,19.46
B08B1DXWH7,0,279.99,168.3643883,1.54984786,165.66
B01MA6NP0A,0,40.99,1636.533587,26.14899782,24.25
B00074H7PA,0,533.69,17015.11622,138.0003935,315.7
B06ZXQZYWG,0,99.74,1247.873641,10.05086258,59
B07VGBMYK9,1,48.49,297.0633716,8.75013678,28.68
B01EISJE2Y,1,194.27,2233.101278,23.90028542,114.9
B06WVWNFMB,1,82.48,1359.302918,4.3651476,48.78
B00CXG474Y,0,527.51,5124.709302,31.79943888,311.95
B07DLTH28J,0,63.01,524.9258674,1.2566334,37.26
B004S4XNKI,0,115.94,7576.397474,18.60037894,68.55
B08LPTCYBJ,0,24.66,140.9037233,0.24912206,14.58
B07QFCP93T,0,63.85,353.5102941,0.91932654,37.75
B00577OY62,0,239,7388.444478,52.9990648,141.29
B071J38HFW,0,22.99,1113.987644,3.95067904,13.59
B00TJ2JSU8,0,105.92,3212.958829,6.60063228,62.61
B07DW1HYSS,0,16.36,517.7250708,3.65085072,9.67
B01IIKS4JW,0,305.77,1966.488733,30.84924766,180.72
B01N5WNP8J,0,109.98,1464.690847,33.81005232,65
B071F7W3F5,0,54.99,1148.649105,2.94978156,32.5
B07G4LTPZK,0,54.99,468.5399686,2.8990753,32.5
B008BHWK0M,0,9.56,34.8445327,0.07054784,5.65
B00VUMHCIA,0,126.82,3125.023677,30.00046896,74.95
B01IDRWPCM,1,99.99,1979.059615,8.99925884,59.09
B002OAU30G,0,382.44,9385.384036,68.77973476,226
B002FYE49W,0,219.99,9597.990607,102.9998464,130
B072Q5G5KN,0,16.5,58.582752,0.89948496,9.75
B003JM6WXK,0,270.79,8635.768906,68.55927276,160
B072KGHM8Y,0,57.75,967.8969057,8.99925884,34.12
B01HT0VGGK,0,182.82,2022.325418,15.9504257,108
B0132KI5AQ,0,147.99,63.464648,0.59965664,87.42
B07SJJM5N1,0,62.09,325.4393921,0.9700328,36.67
B07HSMJDXD,0,9.99,436.929692,0.83996022,5.9
B00DNH6J8O,0,9.99,120.826926,0.39903622,5.9
B06ZYWWMBH,0,9.99,103.4961952,0.4299009,5.9
B07F45DKNP,0,9.99,93.6103558,0.20062042,5.9
B00XP88TCU,0,9.99,63.7697665,0.24912206,5.9
B07CZM83DD,0,9.99,53.8229034,0.20062042,5.9
B07CZZMKXM,0,9.99,53.6398323,0.20062042,5.9
B07Z77TZZN,0,9.99,44.1811588,0.24912206,5.9
B001GTX9CK,0,316.64,10665.66126,71.39882332,187
B0728HC759,0,99.99,1001.337893,8.9728034,59.04
B08CTZ1MMJ,0,12.99,159.6990229,0.87964338,7.67
B07SN57XWF,0,12.99,47.9646282,0.80027706,7.67
B00VV6YQAW,0,126.94,3125.023677,30.00046896,74.95
B000PS9XMI,0,264.99,12249.34832,104.9994367,156.44
B07V6SKG5D,0,25.68,303.1657416,4.49962942,15.16
B00132CG2E,0,199.82,11553.12893,38.49927906,117.96
B07Q9GB488,0,54.21,354.7917918,1.984158,32
B074Q6GHZB,0,134.17,854.942037,9.49970758,79.2
B07Y9251Q9,0,19.99,266.8566401,1.23017796,11.8
B07YBX8KMB,0,19.99,265.5141187,1.23017796,11.8
B07YLKY8ZH,0,19.99,261.4865545,1.26104264,11.8
B07YT56VYQ,0,19.99,258.8015117,1.3889106,11.8
B07Z76MH6H,0,19.99,248.2444116,1.3007258,11.8
B07MXZVV83,0,24.99,386.2189973,1.79015144,14.75
B07NFHP1T2,0,24.99,378.2248926,1.763696,14.75
B07PMJ2K95,0,24.99,362.7248728,1.8298346,14.75
B07QHGP6KW,0,24.99,352.5339149,1.79896992,14.75
B00076SPZY,0,465.99,16869.26958,113.978854,275
B00G97W3K8,0,99.99,4680.212672,18.49896642,59
B008F92HJA,0,174.52,6034.389598,64.0001186,102.95
B085B26VXX,0,21.19,196.1301718,0.5180857,12.5
B071FT2J6D,0,139.99,1143.156972,65.15093024,82.58
B08BG7D64K,0,39.99,166.2285588,1.10231,23.59
B07YMZZ7MJ,1,34.99,260.3881279,1.0361714,20.64
B07YXN29QR,0,34.99,251.4786677,1.0251483,20.64
B08FVSFXN2,0,34.99,153.5356292,1.04939912,20.64
B08GP3NTM6,0,34.99,150.6675153,1.0361714,20.64
B082VY21Z8,0,32.99,216.8782298,0.9038942,19.46
B08D713M6B,0,32.99,158.2344541,0.881848,19.46
B074D9BSDQ,0,22.48,884.9656974,3.39952404,13.26
B009E0E788,0,24.99,67.736307,0.6393398,14.74
B01CDFYXQ6,0,21.99,12.0216689,0.44974248,12.97
B07VRS4K7L,0,19.99,290.9610016,0.39903622,11.79
B0815TSZCQ,0,19.99,235.3073872,0.98987438,11.79
B00CUMRWQG,0,19.99,121.1320445,0.19400656,11.79
B00KCLL0TW,0,123.78,3910.45972,40.00062528,73
B00063QBKY,0,336.08,17772.11522,102.5589224,198.19
B07YXMY2QN,0,13.99,251.6007151,0.07054784,8.25
B0842T3SWV,0,13.99,208.8231014,0.16093726,8.25
B00QHAPEW6,0,13.99,64.8071694,0.16093726,8.25
B00MO7DL5I,0,53.86,3669.416105,12.20918556,31.76
B071W2HM1S,0,37.5,1062.178522,20.65067554,22.11
B01M20UCN8,0,93.1,1676.198992,25.54934118,54.89
B074FPC7Z1,0,44.95,879.5956118,14.109568,26.5
B006M9BBRE,0,189.68,6751.784215,45.00070344,111.82
B01EO3SJSS,0,106.04,2223.642604,34.85063296,62.51
B01JJE5G6U,0,9.5,105.6320247,0.44974248,5.6
B07CM8HD44,0,39.46,571.1208083,31.04986808,23.26
B07F3ZDKP8,0,63.63,52.5414057,1.35363668,37.5
