ASIN,channel,retail,1m,weight,selling
B07DQD1NV7,0,66.42,522.3018483,10.20077674,65.17
B00TO38M5E,0,77.5,3210.700952,6.47937818,76.02
B005VAIHHW,0,195.84,7011.501083,97.99976824,191.89
B07BY88V1Q,0,82.64,588.9397287,19.55057016,80
B00L9XNFPY,0,289.99,3748.075654,17.65018772,280
B0716JZVG9,0,81.17,1194.660975,45.2498255,78
B07Z73XXXM,0,22.99,248.976696,0.78925396,22
B003YE47Q2,0,94.39,8246.4377,37.47854,90.3
B01MY5MZSQ,0,28.3,1526.690927,0.00220462,27
B07XRMD94C,0,34.99,271.9826309,11.64921208,33.26
B07TPHYH83,0,93.8,309.0240168,0.63493056,89
B077SB7SMX,0,66.56,740.3395284,9.44900132,62.99
B06ZYJ3G2X,0,136.23,1240.489774,23.39983668,128.1
B00113K5JG,0,482.99,11665.71766,119.9996712,453.68
B07QFYCMZ2,0,52.39,353.4492704,13.49888826,49.1
B00113K5K0,0,417.77,11665.71766,119.9996712,390.55
B07N4DBSH1,0,10,24.0433378,0.05732012,9.31
B0032UOY8E,0,538.4,9000.019371,50.0007816,500
B0071I0Q5S,0,82.99,6583.29778,30.99916182,76.76
B08669GVMV,0,64.88,16.9645886,0.55335962,60
B06VTCFNJP,1,69.95,1386.580511,16.0496336,64.38
B071RYN6MH,0,97.95,1074.322239,51.14938862,90
B01G9B2VP0,0,76.68,2139.796041,46.20001672,70
B07V6SKW81,0,311.7,302.9826705,3.09969572,284.3
B07F6VKJ53,0,57.16,491.240785,32.05076556,52
B00I0ZZ21E,0,241.97,4391.509547,33.510224,220
B00BYG6TIG,0,35.24,66.7599278,1.04939912,32.03
B01G4BE66W,0,124.65,2155.29606,8.3003943,113.28
B00GHA42YW,0,95.44,4667.031552,13.75021494,86.58
B005Y6YGEQ,0,12.14,35.2716986,0.1763696,10.99
B00ORZBZMG,0,115.99,3481.64618,13.45038662,105
B0869945ND,0,35.5,78.6595493,1.10010538,32.03
B003B3NQYA,0,180.96,8850.694377,72.99937744,162.99
B074V6Q1DW,0,80.22,849.8770699,6.0406588,72.11
B07NPTNP87,0,67.51,374.5634706,1.70637588,60.67
B013755CKW,0,133.74,2851.088288,107.0497333,120
B002TE5Y38,0,139.95,9187.606225,11.55000418,125.53
B07SNVWGQF,0,49.99,321.1677331,1.60055412,44.83
B017HSNIEW,1,25.02,2615.658853,3.67951078,22.43
B06WVPYCNK,1,64.99,1360.950557,5.85106148,58.25
B071Z8QKVP,0,66.99,1028.615487,3.75005862,60
B000NV0BIM,0,189,12568.19716,102.9998464,169.13
B00FMIVSUQ,0,249,4743.006059,60.00093792,222.74
B01DQV3ELQ,0,69.99,2273.926133,11.99974666,62.58
B01FYWU2IS,0,69.99,2157.492914,11.55000418,62.58
B01GHHIUEM,0,69.99,2120.207433,10.84893502,62.58
B01HIUT9FG,0,69.99,2069.313667,11.55000418,62.58
B001RQ3WPG,0,123.09,10071.96169,42.50066436,110.04
B0149FXVS4,0,17.98,111.5513236,2.14068602,16.07
B01BL0U732,0,44.76,2424.837743,11.90053876,40
B08BXQC7YR,0,35.89,76.2186013,1.4109568,32.03
B00AKSCZ28,0,134.56,5512.636963,10.29998464,120
B078Z151Y6,1,29.99,685.7843406,4.19539186,26.73
B01LZM2PX4,0,54.99,1702.866349,7.5838928,49
B01MDUUHFD,0,54.99,1621.704828,6.49921976,49
B004REGR4S,0,170.82,7579.265587,13.95083536,152.09
B08FMF2S4V,0,35.98,75.4863169,1.47930002,32.03
B000VH4ELS,0,270.83,11980.78302,55.00085976,241.06
B07FQT8H55,0,35.99,92.9390951,1.45063996,32.03
B00MOV5TB8,0,35.99,65.2343353,1.3999337,32.03
B07J3298Q7,0,77.9,51.1988843,3.80076488,69.29
B01DGMLMVE,0,103.67,2291.806077,16.0055412,92.2
B074DZGRMG,1,76.48,883.5011286,6.04947728,67.99
B078Y8NBHQ,0,89.99,56.2638514,0.85098332,80
B01HNQ4U36,0,89.99,2031.051807,14.94952822,79.99
B01HNQ4MDO,0,97.83,2032.699447,42.00021562,86.91
B013I2A8HQ,0,50.66,2839.920951,6.40001186,45
B00WHIGEO4,0,16.9,113.3210109,0.440924,15
B00YOHRUWG,0,121.95,3063.938953,8.69943052,108.2
B001RPW7QC,0,255.96,10115.28851,80.49949468,227
B00S7IM3UC,0,75.57,3272.640007,18.24984436,67
B003UCKYA6,0,99.99,8415.412325,39.9918068,88.6
B01FFL7CTK,0,69.99,30.5728737,0.1763696,62
B000IDXCXQ,0,78.99,13396.34979,18.95091352,69.97
B072QCB6WK,0,79.04,955.3260235,15.00023448,70
B00WNF65Q8,0,99.99,3103.421287,14.85032032,88.5
B00FMJK35Q,0,179.99,4740.565111,28.99957148,159.29
B00HV7Z15O,0,179.99,4484.448642,29.79984854,159.29
B012SK6Z7G,0,173.99,2878.426905,38.04953658,153.94
B01GSS6JHA,0,129.99,2110.443641,56.20017304,115
B077NZVMZK,0,99.09,743.5127608,4.3100321,87.64
B00NPZ7G4K,0,125.99,3557.437615,21.94919672,111.4
B06XSTB5SC,1,69,1276.920923,7.3413846,61
B0042SUTD4,0,164.52,8095.404042,24.25082,145.44
B010DNGRU0,0,99.99,2940.488008,28.6490369,88.35
B08CS3L4HZ,0,59.99,160.3092599,0.59965664,53
B01LZFK54W,0,62.55,1705.429344,3.3510224,55.25
B000LOF6CW,0,349.99,12821.20142,66.18930626,308.33
B071HG6Y7G,0,43.85,1123.690412,7.50011724,38.61
B01HIUTE06,0,65.59,2064.675866,8.9507572,57.75
B00N1Y15JW,0,239,3600.093182,31.79943888,210.32
B07SJW3GL8,1,125.83,324.8291551,2.10100286,110.58
B003P90KS0,0,143.99,8593.235387,55.99955262,126.42
B00KWKD2TY,0,54.72,3795.369022,5.00007816,48
B009SGR118,0,199.99,5659.887151,19.70048432,175.4
B01MTGDH45,0,54.99,1553.419307,7.495708,48.2
B011W2I1VY,0,86.95,2891.547001,35.19896292,76.21
B0856X54LZ,0,36.53,197.716788,4.49962942,31.99
B0063NDCGW,0,164.99,6926.739163,78.925396,144.48
B01CDJPD7A,0,179.99,2346.971502,21.99990298,157.52
B0119VCDKS,0,219,2902.592291,40.00062528,191.5
B01MYY6A50,0,49,1522.907457,22.65908436,42.84
B00UVQ3V1I,0,76.64,3148.029612,17.14973898,67
B00U8THY70,0,76.75,3170.364286,16.99982482,67
B07D9J9XLK,0,101.97,533.2861143,4.94055342,89
B07C39GT32,0,19.99,54.4331404,1.45063996,17.44
B014JWLDD2,0,85.99,2772.855904,11.79030776,75
B08GCPTD4Z,0,19.99,151.949013,0.95460046,17.43
B01NAN9JHL,0,42.15,1416.054959,2.645544,36.75
B0013Y6KGA,0,418.64,11476.84931,62.99922112,365
B00SVRLQX4,0,76.86,3248.047456,18.0999302,67
B003B3NQWM,0,309.99,8857.162889,52.69923648,270
B01N9JUTCC,0,59.99,1435.2164,6.79904808,52.2
B000BLGPGQ,0,98.55,14999.9916,9.90094842,85.75
B0049MZB04,0,459.99,7977.323183,91.48952538,400
B00CMPCMHU,0,22.95,121.2540919,0.440924,19.95
B077XPW1ZD,0,43.68,56.3858988,0.3858085,37.97
B01179BA6U,0,28.77,112.8328213,1.04058064,25
B01DBKZXCK,0,28.77,108.3170675,1.00089748,25
B07F43RZS5,0,83.72,495.6344914,17.55097982,72.66
B06XCYK12M,0,109.99,1324.885551,7.495708,95.4
B000S5HWQC,0,205.87,12151.52733,46.5505513,178.5
B00AVFOJN8,0,138.57,5470.713681,20.8997976,120
B078YB99H8,0,34.99,690.4221418,4.12043478,30.3
B078YN9MXJ,0,34.99,688.4083597,4.2108242,30.3
B00PUIIZ6I,0,89.95,3394.260241,4.55033568,77.89
B00QN6LC9I,0,99,3368.325169,43.90059806,85.56
B07PTNTS3R,0,50.92,359.3685693,1.90038244,44
B000NUYC3S,0,329.99,12589.00624,128.0002372,285
B0048WPWB8,0,439.99,7988.795638,112.4400292,380
B08KGX136W,0,136.82,143.5277424,1.54984786,118.15
B074PVJ7W7,0,81.19,859.7629093,6.45071812,70
B00IJFQLXI,0,96.99,4308.27322,37.47854,83.53
B0714D5X7Z,0,55.99,1201.373582,5.5997348,48.2
B077TM47TL,0,123.52,740.0344099,2.976237,106.25
B01NCLR2L0,0,81.38,1397.686825,34.44057364,70
B01H7HOS2O,0,69.99,2082.738881,7.59932514,60.2
B00EX7FCJ0,0,259,4825.998291,59.76063434,222.74
B07QG3X6KQ,0,99.99,353.327223,8.50101472,85.99
B07SKX6GJ9,0,99.99,323.7917522,10.24927838,85.99
B001ASB15E,0,140.57,11105.94726,35.65091002,120.87
B01NBYTH1J,0,49.95,1402.263602,9.7995359,42.93
B004UAZITO,0,80.99,7553.147444,34.44939212,69.54
B01J8UJLC0,0,64.99,1918.890247,10.5491067,55.77
B000VZ2Q5G,0,114.99,11940.26328,52.249494,98.67
B082978NWJ,0,64.1,224.3841449,2.14068602,55
B077CV2LWK,0,44.99,752.422221,3.63100914,38.6
B01M6C5UV7,0,98.14,1654.840697,18.80099936,84.2
B07235NK81,0,29.15,1010.125306,1.99959034,25
B08QVH5W6C,0,24.99,74.2048192,1.3007258,21.43
B018GWY8YC,0,29.16,111.0021103,1.00971596,25
B074KMZ4TT,0,48.99,870.0759146,7.2531998,42
B00XELE4EA,0,69.99,3084.259845,19.55057016,60
B072MRCL75,0,69.99,959.6587062,10.00015632,60
B00KBIDF6M,0,128.01,3954.701902,30.35100354,109.69
B01N7FE1PH,0,39.95,1448.702638,8.15048014,34.23
B01LVTSW4G,0,70.02,1737.405763,15.3000628,59.99
B08HRCTCLS,0,74.89,147.8604251,1.0251483,64.15
B07B41G64F,0,32.72,629.0322996,21.99990298,28
B071XXMCBG,0,33.89,1033.680454,12.87057156,28.99
B00ZGSHMOS,0,239,2999.986116,30.00046896,204.37
B06ZYJD98M,0,139.99,1239.696466,20.00031264,119.7
B00EO940CC,0,169,4884.581043,55.00085976,144.5
B004YKCBI6,0,94.99,7433.602016,35.34887708,81.21
B07B9N466K,0,32.99,609.016526,2.70947798,28.2
B008G7O0FU,0,199,5993.625767,21.5501605,170
B002R8PYRM,0,29.55,129.2481966,0.9700328,25.23
B07CZRN6FK,0,252.99,554.7664567,2.2597355,215.99
B000UV8RPE,0,299.99,12038.45042,96.99887076,256
B00BF6HWFY,0,131.45,5363.311969,10.4498988,112.11
B00AYLJE8E,0,139,5456.251064,41.19993856,118.52
B00F91J0WY,0,95,4796.340773,23.49904458,81
B01M1D27YO,0,140.99,1682.667504,24.5594668,120.2
B01HM4Z8AI,0,88.74,2050.091202,9.149173,75.65
B003G0KBK0,0,99,8728.463906,39.40096864,84.37
B07RN2JDXJ,0,45.17,336.9728714,0.90830344,38.47
B071JYV6MH,0,140.96,1102.271093,46.1206504,120
B08115S1HB,0,39.95,239.3959751,4.2769628,34
B00432U2CM,0,199,8052.748476,64.95030982,169.31
B005P3MU5K,0,199,7109.383097,65.10022398,169.31
B0019FLW7K,0,119.81,11171.18159,51.85045778,101.9
B01NCWT9IS,0,39.99,1394.330521,6.49921976,34
B00DQQPGKO,0,99.99,5026.339098,36.49968872,85
B00JUM3STY,0,99.99,4106.711939,15.09944238,85
B00JUM42Z8,0,99.99,4097.131218,16.15104612,85
B00KBIDF8K,0,99.99,3951.52867,15.3000628,85
B00KMGOA08,0,99.99,3839.123014,15.3992707,85
B00MTVFY54,0,109.99,3627.004633,36.2990683,93.5
B008G7CK4S,0,119.99,6007.661218,26.45103076,102
B00BLT1J4,0,119.99,5341.70958,29.70064064,102
B00MN95ONE,0,119.99,3677.288162,20.9990055,102
B016VE4IAQ,0,79.95,2685.836108,4.04988694,67.96
B00KTPWWJI,0,89,3812.577705,31.55031682,75.65
B071P2MQ5D,0,129,1080.668703,2.61027008,109.65
B071WRYZNF,0,129,1059.371432,2.76238886,109.65
B072BXGR64,0,129,994.8083574,2.7998674,109.65
B00BNQR4SG,0,144.4,5338.658395,40.69948982,122.74
B00SAVVPPU,0,185,3266.293543,29.2993998,157.25
B00ULYNIH2,0,185,3159.074902,29.25089816,157.25
B00WXIS4NM,0,185,3096.891751,29.44931396,157.25
B0169P8PBK,0,185,2707.743616,29.50002022,157.25
B018IP4GVM,0,185,2567.083988,28.60053526,157.25
B018ITOAS2,0,185,2567.083988,28.60053526,157.25
B018JRGUR2,0,185,2567.083988,28.60053526,157.25
B019C6OX3W,1,145,2538.646944,25.35092538,123.25
B07MY5SGW4,0,79.99,49.6732918,0.1984158,67.99
B07WVW9VLD,0,79.99,46.378012,0.20062042,67.99
B0869PB9XX,0,79.99,40.885879,0.20062042,67.99
B00MWULHG2,0,19.99,117.165504,0.33510224,16.99
B00313WE9S,0,269.99,9037.793041,78.25960076,229.4
B001EJPGG4,0,284,10747.49404,91.48952538,241.3
B00IAYCAQA,0,129,4329.692539,52.60002858,109.6
B07R821VKM,0,20.01,85.7993222,0.5291088,17
B000S5JMOC,0,309,12132.24384,93.70075924,262.5
B01FRITHH6,0,219,2168.233085,14.550492,186
B000FKP7MQ,0,160.13,14040.63801,28.75044942,135.97
B01MSQHP5V,0,73.15,1567.332711,1.79015144,62.1
B0055F3RAA,0,152.1,7404.859853,48.40022748,129.02
B00GET3LCU,0,159.99,4670.998093,24.74906412,135.69
B07Y2LGGJ6,0,20.99,269.3586118,1.25001954,17.8
B001RQ0J0W,0,149.99,10098.50699,35.19896292,127.15
B07YFBMKCH,0,46.02,264.0495499,4.40042152,38.99
B01FJPWLNY,0,216.49,2174.884668,17.416498,183.4
B001TNKAK2,0,229,10028.69588,89.99920226,193.87
B07GBZ6JLF,0,74.99,463.6580726,13.2497662,63.48
B00I1BDTT4,0,106.32,4387.848125,27.1498953,90
B07J48S257,0,21.48,90.6201945,0.42769628,18.18
B07CZLGGPV,0,186.13,558.977092,7.89915346,157.52
B01HJATY32,0,64.99,2053.325458,24.85047664,55
B0013Y67EA,0,160.51,11494.8513,30.19888476,135.76
B06XQLDTCJ,0,102.2,1290.346137,26.64944656,86.4
B07YXN1K4N,0,57.25,44.4252536,0.14991416,48.38
B074VCTR7K,0,195.26,849.2668329,45.60036008,165
B07YXL5HQ4,0,16.89,45.157538,1.43079838,14.27
B01IP5VUDM,0,84.99,1943.543821,18.39975852,71.75
B0062YVAJ8,0,226.3,6940.713591,60.00093792,191
B07JHFLW7L,0,10.64,90.1930286,1.653465,8.98
B08651TCLM,0,45.63,192.224655,2.1495045,38.49
B07KKSSYWP,0,82.99,412.9473779,3.50093656,70
B0747JCDZS,0,80.53,29.291376,0.07936632,67.9
B0029OHAMQ,0,190,9776.545953,52.91088,160
B074KW57CP,0,10.69,29.2303523,0.14991416,9
B003B6GLNA,0,119.99,8846.239647,45.00070344,101
B009AT8NM4,0,119.99,5780.10384,26.10049618,101
B07Z8GN68Q,0,120.15,43.9980877,0.14991416,101.08
B0793HPFQV,0,110,683.0382741,6.63149696,92.5
B00REM0UWA,0,82,3311.390057,12.80002372,68.95
B07PB2T63C,0,95.99,366.9355081,8.94855258,80.7
B00TA2XH5Y,0,39.99,32.7697269,0.01984158,33.6
B00GNWXFMO,0,99.5,4632.431114,6.64913392,83.51
B084ZSWMRX,0,35.81,200.4628545,1.1904948,30.03
B0051C5Z4S,0,126.05,7416.759474,56.85053594,105.7
B01MROTM55,0,46.99,1580.940996,9.91197152,39.4
B08FM373P9,0,53.78,153.9627951,1.43079838,45.09
B07GX71SVV,0,107.99,51.5040028,0.0220462,90.54
B01G9B3U5A,0,109.99,2134.303908,16.15104612,92.2
B06XDC9SS4,0,137.29,1322.078461,52.00037194,115
B001P5GB70,0,507.86,10200.59964,79.3993893,425.39
B01IMYISFO,0,79.99,1963.437548,19.9959034,67
B06XP5QQDP,0,88.73,1293.763464,14.12940958,74.32
B06WLJ6HNL,0,132.76,1368.09033,13.09985204,111.18
B082TGQ3C9,0,206.93,218.2817749,0.9700328,173.24
B004UFHXUQ,0,253.91,7549.852164,37.00013746,212.47
B076DRSZLW,0,49.99,775.2450848,3.7919464,41.8
B07C3CTFNY,0,66.99,580.8235766,15.84901318,56
B00CVCPDFC,0,139.99,5132.398289,40.15053944,117
B000ZKZJMY,0,402.41,11706.35944,30.00046896,336.16
B08G9ZNY64,0,47.99,75.4252932,1.4109568,40.08
B001CJNM4O,0,263.47,10988.35459,87.90040402,220
B07B422CBP,0,139.99,618.780318,4.6407251,116.89
B07L6PTZ9G,0,85.09,24.7756222,1.99959034,71.04
B07VD583P2,0,57.62,298.3448693,2.1164352,48.1
B07CG5S2YB,0,168.12,574.7822303,6.06050038,140.34
B0797L6FRT,0,74.31,677.1189752,5.24920022,62
B06XXWSYFV,0,51.11,1266.729965,2.7006595,42.64
B0132KHTEO,0,199,2860.119795,31.29899014,166
B071GWK3HG,0,55.15,1131.989635,20.00031264,46
B01DUYIOFU,0,65.99,2270.08164,19.85039848,55.03
B0815WJR1Q,0,14.99,18.9783707,0.0992079,12.5
B0767GGR3Z,0,35.99,777.5639854,5.35061274,30
B07DLV1R5M,0,79.99,524.9258674,4.2879859,66.67
B07B421VF8,0,59.99,620.0618157,16.64929024,50
B07RN2DFGC,0,77.99,336.9728714,33.94894338,65
B00O4WCS8M,0,89.99,3523.020248,32.03092398,75
B07V7J3ZVC,0,30,302.2503861,0.98766976,25
B07W6YKHF2,0,30,284.9196553,1.19931328,25
B07F6QXDS3,0,159,492.461259,4.39160304,132.42
B005ATNMPG,0,154.95,7362.082239,74.00027492,129
B07DX2CGNP,0,99,516.1994783,4.6517482,82.4
B01HPDBKQ2,0,29.99,106.3032854,1.76149138,24.96
B004LQ1PAI,1,120.25,7761.116213,38.84981364,100
B013LPRG2K,0,149.38,2835.527244,14.29916532,124.2
B004P42YVK,0,119.98,7661.891677,52.54932232,99.74
B0719KGC61,0,83.02,1170.983779,33.0693,69
B002WCAVDK,0,52,129.0651255,10.69902086,43.2
B01N0B5RCP,0,58.99,1518.513751,8.00056598,49
B01B8GSXNA,1,227.26,2440.276739,6.75054644,188.76
B016CZP1CI,0,81.29,2701.763294,26.75085908,67.5
B01BZ8QVQM,0,69.95,62.3662214,0.20062042,58.06
B07YXM1JLF,0,69.95,44.6083247,0.20062042,58.06
B079961T7S,0,99.95,27.5827124,1.06042222,82.96
B07KYCKZ6G,0,99.95,25.019717,0.18077884,82.96
B086Z4K6KV,0,149.95,185.6340954,0.440924,124.46
B000UVUCF2,0,164.34,12010.80668,49.85086744,136.15
B00GTXGU88,0,229,4616.320858,22.9721404,189.71
B00369YWWO,0,376.7,8972.253587,64.99881146,312
B010DKYWC8,0,173.56,2942.50179,13.00064414,143.75
B07YFW2BD5,0,28.99,263.3172655,1.54984786,24
B003EH1GH2,0,118.37,8762.576154,62.00052826,97.99
B08MPTVWYK,0,25.99,138.8289175,1.17065322,21.5
B07BBW1FZF,0,104.8,606.0873884,21.94919672,86.68
B08FFP6L8M,0,34.99,155.0612217,1.24781492,28.94
B008N3L4AQ,0,74.99,5938.582389,20.30014096,62
B005FUKVBI,0,138.94,7272.987637,47.35082836,114.86
B00N1QQ8I8,0,131.64,3601.618774,9.44900132,108.78
B00M0V5PWA,0,42,3726.839406,5.39911438,34.7
B071Z9CBS8,0,22.99,1028.432416,20.30014096,18.99
B073RJK88N,0,109.81,923.4716521,13.60030078,90.7
B003YE01QW,0,233.48,8247.10896,84.00043124,192.83
B00M1L326A,0,189.16,3716.221283,20.4809198,156.2
B07B3SF1NH,0,72.57,645.630746,3.5494382,59.87
B01N6H2FMU,0,20,104.7166692,0.440924,16.49
B00HWORVT0,0,193.43,4430.747786,27.95017236,159.29
B01H5SOULO,0,59.99,2085.606995,14.59899364,49.4
B07NC6H6TH,0,18.22,49.5512444,0.35053458,15
B002VWK3A2,0,241.39,9112.791168,89.0005094,198.66
B004R26KPG,0,139.79,7607.702632,62.99922112,115.04
B071ZR6MT6,0,207.21,1024.465876,55.00085976,170.5
B001VXTU0G,0,134.88,9952.843423,37.47854,110.94
B071X5HF2B,0,189.99,1036.487545,6.97100844,156.22
B073DXLPRY,0,165.72,935.5543447,5.91279084,136.23
B008RI0GD8,0,145.99,5898.489818,48.40904596,120
B0842THLGS,0,44.44,41.5571397,0.50044874,36.5
B00KL7VIN0,0,49.99,3866.949822,14.70040616,41.05
B00E1WMI26,0,271.34,4973.187455,20.00031264,222.68
B07J2NHJSR,0,199,434.7328388,4.04988694,163.25
B005VYOHNG,0,130.12,7000.882959,47.00029378,106.73
B01N0HD4EO,1,99.99,1518.208632,19.64977806,82
B079K7RCPL,0,61.61,661.1307658,2.81970898,50.52
B071NSFKZD,0,109.79,1081.950201,25.04889244,90
B0009MZIWE,0,309.99,15823.75053,35.60020376,254.05
B01LR5SIRI,1,57.35,1745.338844,8.4216484,47
B013VO92UA,0,24.41,111.8564421,0.440924,20
B06ZZ6PHR3,0,210.28,1237.682683,11.49929792,172.25
B07MTNGQV5,0,24.99,8.6043417,0.09038942,20.47
B0815R9FQ5,0,24.99,6.1633937,0.05070626,20.47
B002UL5WM8,0,201.1,9158.49792,58.64950586,164.7
B000YJ16Q4,0,264.62,11803.14303,109.000822,216.72
B08GQ7C7R6,0,32,150.3623968,8.99925884,26.2
B071ZH5Y4V,0,170.41,1024.465876,45.9001884,139.5
B0048H3ZLC,0,208.58,8000.023999,20.00031264,170.74
B0007OWSXQ,0,246.98,16373.39099,101.9989489,202.17
B004D9IZBU,0,131.99,7931.494384,61.40087162,108
B075MWYMNC,0,89,800.2648018,3.89335892,72.82
B00BY5UEQU,0,137.03,5281.296117,10.29998464,112.11
B00IMY40G6,0,173.6,4282.948385,27.7010503,141.99
B01FXGNE9E,0,494.25,2161.154336,24.20011374,404.15
B00TJ2FE2E,0,59.99,3214.78954,41.70920578,49.04
B00KUL0W1G,0,182.59,3808.122975,21.99990298,149.25
B013H48214,0,110.13,2846.084344,25.60004744,90
B00HQB4NO0,0,129.33,4505.623866,34.20027006,105.67
B0815V964T,0,9.5,5.6752041,0.13007258,7.76
B0185PBCSU,0,69.99,2590.639136,7.85065182,57.09
B00MOO8KFM,0,83.83,117.4095988,0.78925396,68.36
B00RHH51M6,0,26.99,3305.287687,5.20069858,22
B00TQHVNFO,0,26.99,3198.13007,4.79945774,22
B01FLKCRDG,0,109.99,2172.382696,15.9504257,89.64
B01H3YILC4,0,109.99,2091.404246,15.8291716,89.64
B00AVFOJVU,0,137.67,5470.347539,10.84893502,112.11
B00CXG1K0I,0,194.95,5130.689625,22.65026588,158.6
B000AU8H8M,0,61.18,134.25214,1.90038244,49.77
B000FW2N08,0,479,13861.10629,80.49949468,389.62
B0028LXFRE,0,209,9834.579492,91.48952538,170
B00CII33CO,0,215.16,5229.303924,15.00023448,175
B000JJFNJK,0,113.12,13040.03241,30.24959102,92
B07XK2LRMG,0,29.99,274.3625552,0.82011864,24.39
B01CDGC50Q,1,201.91,2352.829777,14.109568,164.18
B07J2ZXWHV,0,41.24,434.7328388,17.2731977,33.53
B07B41G96V,0,98.42,628.7882048,46.40063714,80
B01DVBUWRU,1,110.31,2268.983213,15.9504257,89.64
B00F91J0WO,0,79.99,4797.256128,15.9504257,65
B01CQLJA4W,0,79.99,2335.071881,20.74988344,65
B01ICBQLPQ,0,79.99,1989.616715,15.99892734,65
B01M655233,0,79.99,1657.708811,2.48240212,65
B00TX61B00,0,116.68,3181.958789,46.49984504,94.8
B07NC6CQXF,0,65.85,379.6284377,2.50885756,53.47
B086JJLQ5Q,0,99.99,188.2581145,2.31044176,81.17
B00I81LC5A,0,129.99,4358.25163,20.4588736,105.5
B01KOEOIOU,0,180.45,1826.927531,21.90069508,146.45
B074KVJB8X,0,103.51,869.7707961,19.16035242,84
B01MYZHIEZ,0,179.99,1522.236197,5.2029032,146.05
B002QSTJMY,0,210.01,9219.643667,60.99963078,170.32
B075SYY4GL,0,32.06,789.0974647,5.39911438,26
B00593JWNY,0,185,7375.873595,72.00068458,150
B00B5036G4,0,167.06,5416.341565,56.74912342,135.45
B088B1YVK5,0,45.63,179.409678,4.64954358,36.99
B06XRTWZ1C,0,60.18,1288.820544,4.49962942,48.78
B00KBZOVVS,0,379,3935.54046,36.9604543,306.99
B0013Y67EK,0,129,11493.63082,32.29988762,104.49
B00D640EAS,0,249.99,5110.307709,20.09952054,202.49
B07F3ZVPZQ,0,79.99,499.4789845,2.61908856,64.79
B082GBD3F3,0,37.03,221.3329599,5.13896922,29.99
B01AJ12MBE,0,105.16,2495.808306,9.94945006,85.14
B071RPDB4W,0,54.99,1076.580115,12.87057156,44.5
B0103AJ0IO,0,90.85,2951.655345,36.49968872,73.5
B01AT3LMSQ,0,219.99,2473.168514,8.50101472,177.96
B01CVL3LT2,0,219.99,2325.674231,8.3003943,177.96
B07B6H45KT,0,59.99,611.0913318,3.91981436,48.5
B07V6K5471,0,126.18,304.2031445,2.03045502,102
B004X166K0,0,289.99,7498.287138,36.40048082,234.28
B009PIKC4C,0,129.99,5698.026964,60.00093792,105
B079S518PW,1,28.27,656.4319409,7.07903482,22.83
B07YXM1V9S,0,54.99,44.4862773,0.35053458,44.4
B087DPGMYS,0,84.99,182.5218867,1.15081164,68.62
B06XY77N3P,0,119.99,1263.800827,5.54902854,96.87
B06XMQ9VT9,0,96.01,1295.83827,25.99908366,77.51
B00IN6ENWY,0,149.14,4281.605863,38.00103494,120.4
B00F0WXWOE,0,86.7,4814.647883,42.00021562,69.99
B07B3W9QFH,0,39.99,638.0638072,8.00056598,32.28
B07RX2PP6P,0,56.99,333.2504257,25.6176844,46
B07CZLS4ZQ,0,57.18,557.3294521,2.7006595,46.15
B07RQ99NJL,0,60.4,336.4236581,35.5605206,48.74
B07ZG3L6ZY,0,249.99,244.3999185,1.69976202,201.69
B002OOYKQK,0,299.99,9316.67135,44.29963428,242
B006SEQVW8,0,172.31,6710.593218,57.99914296,139
B07P5R5D8G,0,37.76,49.3071496,0.24912206,30.46
B00DNNRD4C,0,130.29,5037.384388,52.60002858,105.1
B010VACBEG,0,169,2913.027343,36.55039498,136.26
B010NPU2IQ,0,149,2927.673031,20.9990055,120.13
B00BG2H95K,0,139.06,5360.68795,10.80043338,112.11
B08148KMZ6,0,34.99,43.6319455,0.5732012,28.2
B07GVR736V,0,51.51,453.1619962,3.99918068,41.5
B01LZKVC87,0,54.99,1703.110443,25.0003908,44.3
B00A52RTC0,0,152.16,5606.369366,15.69909902,122.58
B00WIMYVMQ,0,243.53,3107.814994,56.79982968,196.14
B0065V45QS,0,388,6897.264716,84.9991241,312.44
B000HZFDQ4,0,408.59,13469.15106,57.99914296,329
B0106RV5JG,0,99.99,2951.228179,7.6500314,80.49
B072351R7R,0,100.04,1011.772946,8.09977388,80.53
B00ODO9U3M,0,40.99,3514.96512,3.50093656,32.99
B083MYDLJF,0,40.99,212.1794049,2.7998674,32.99
B00JUMEMEY,0,226.21,4030.188219,26.75967756,182
B07P5TSG5T,0,49.99,368.8882665,5.5005269,40.22
B084HGRPBD,0,45.99,204.3683713,4.70024984,36.99
B06X91MBPM,0,154.21,1340.019428,4.850164,124
B01JZ0NZX4,0,179.99,1866.287817,5.85106148,144.67
B0089ORZWU,0,219,6183.714592,79.00035308,176
B071V8MNLC,0,56.99,1070.294674,15.3000628,45.8
B00CU8Z66I,0,223.32,5156.380603,53.70013396,179.47
B00RPLTVK2,0,89.99,3293.754208,12.12981924,72.31
B07H16VXFF,0,56.01,449.134432,9.369635,44.99
B0140YKLXW,0,119.53,2818.318561,20.39934886,95.99
B01DUK4FFM,0,75.97,2271.058019,11.99974666,60.98
B01H3YJHGS,0,58.56,2088.292038,9.34979342,47
B0172GZVAS,0,80.99,2636.773053,30.54941934,65
B000OWD1B4,0,164.43,12400.99222,47.619792,131.96
B003TTTIZ2,0,258.99,8445.985199,96.69022396,207.69
